,capacity,city,country_code,dome,elevation,grass,id,location,name,state,year_constructed,zip
220,34000,Annapolis,US,False,10.74990082,True,3852,"{'x': 38.9846985, 'y': -76.5076335}",Navy-Marine Corps Memorial Stadium,MD,1959.0,21402
221,4400,Upland,US,False,282.0274963,,5083,"{'x': 40.456848, 'y': -85.501181}",New Turner Stadium,IN,2012.0,
222,102455,Knoxville,US,False,271.9517212,False,3853,"{'x': 35.9550131, 'y': -83.9250128}",Neyland Stadium,TN,1921.0,37996
223,40000,Cincinnati,US,False,230.0660553,False,3854,"{'x': 39.1312495, 'y': -84.5161913}",Nippert Stadium,OH,1915.0,45221
224,68798,Nashville,US,False,121.0412598,False,3810,"{'x': 36.166479, 'y': -86.7712898}",Nissan Stadium,TN,1999.0,37209
225,80795,Notre Dame,US,False,222.645401,False,3855,"{'x': 41.698378, 'y': -86.2339425}",Notre Dame Stadium,IN,1930.0,46556
226,8533,Greeley,US,False,1455.349976,,3856,"{'x': 40.403493, 'y': -104.705139}",Nottingham Field,CO,1995.0,
227,72220,Houston,US,False,15.19169617,True,3891,"{'x': 29.684722, 'y': -95.410833}",NRG Stadium,TX,2002.0,77054
228,10000,Charleston,US,False,212.9662933,,3858,"{'x': 39.4804965, 'y': -88.1811618}",O'Brien Stadium,IL,1970.0,
229,104944,Columbus,US,False,216.6770325,False,3861,"{'x': 40.0016447, 'y': -83.0197266}",Ohio Stadium,OH,1922.0,43210
230,10000,Durham,US,False,96.73323059,,3862,"{'x': 35.9738646, 'y': -78.896969}",O'Kelly-Riddick Stadium,NC,1975.0,
231,22000,Orangeburg,US,False,67.29846191,,3864,"{'x': 33.4986313, 'y': -80.8446857}",Oliver C. Dawson Stadium,SC,1955.0,
232,16000,Greenville,US,False,303.2829285,,3868,"{'x': 34.920192, 'y': -82.4370917}",Paladin Stadium,SC,1981.0,
233,15000,Prairie View,US,False,77.36286926,,5238,"{'x': 30.0937874, 'y': -95.9960913}",Panther Stadium,TX,2016.0,
234,55000,Louisville,US,False,138.5615997,False,3873,"{'x': 38.2057621, 'y': -85.7588141}",Papa John's Cardinal Stadium,KY,1998.0,40292
235,66515,Cincinnati,US,False,146.3,False,3874,,Paul Brown Stadium,OH,2000.0,
236,24300,Statesboro,US,False,61.25376892,False,3608,"{'x': 32.4122471, 'y': -81.7849296}",Paulson Stadium,GA,1984.0,30460
237,24000,Athens,US,False,194.230896,False,3876,"{'x': 39.3212794, 'y': -82.1034315}",Peden Stadium,OH,1929.0,45701
238,17500,Springfield,US,False,402.368103,,3878,"{'x': 37.1976229, 'y': -93.2798119}",Plaster Sports Complex,MO,1941.0,
239,27800,Princeton,US,False,32.00296402,,3881,"{'x': 40.3457928, 'y': -74.6500047}",Princeton University Stadium,NJ,1998.0,
240,19566,Portland,US,False,23.84255791,,3485,"{'x': 45.5215978, 'y': -122.6916811}",Providence Park,OR,1926.0,
241,16000,Beaumont,US,False,3.981505394,,3882,"{'x': 30.04313, 'y': -94.069963}",Provost Umphrey Stadium,TX,1964.0,
243,65857,Tampa,US,False,11.07972908,False,3886,"{'x': 27.9758691, 'y': -82.5033344}",Raymond James Stadium,FL,1998.0,33620
244,3500,Bronx,US,False,7,,3889,,Reinhart Field,NY,2012.0,
245,40000,East Hartford,US,False,6.515614986,False,3892,"{'x': 41.7595675, 'y': -72.6187728}",Rentschler Field,CT,2003.0,6118 
246,45674,Corvallis,US,False,66.90744781,False,3893,"{'x': 44.5594559, 'y': -123.2814341}",Reser Stadium,OR,1953.0,97331
247,45596,Washington,US,False,3.029993296,,3491,"{'x': 38.88981, 'y': -76.971809}",RFK Stadium,DC,1961.0,
248,11250,Elon,US,False,204.2487793,,3894,"{'x': 36.1101269, 'y': -79.5079979}",Rhodes Stadium,NC,2001.0,
249,45807,Salt Lake City,US,False,1411.543579,False,587,"{'x': 40.7599724, 'y': -111.8488255}",Rice-Eccles Stadium,UT,1998.0,84112
250,47000,Houston,US,False,7.148301601,False,3895,"{'x': 29.7163297, 'y': -95.4093261}",Rice Stadium,TX,1950.0,77251
251,10000,Itta Bena,US,False,39.88368607,,3896,"{'x': 33.5118304, 'y': -90.3397718}",Rice-Totten Field,MS,1958.0,
252,6000,Davidson,US,False,249.4658203,,3897,"{'x': 35.4995744, 'y': -80.8428419}",Richardson Stadium,NC,1923.0,
253,32000,Houston,US,False,9.6,False,453,,Robertson Stadium,TX,1942.0,77004
254,25513,Logan,US,False,1427.914429,False,3905,"{'x': 41.7517394, 'y': -111.8116007}",Romney Stadium,UT,1968.0,84322
255,8600,Cheney,US,False,750.2774658,,3906,"{'x': 47.49278, 'y': -117.587353}",Roos Field,WA,1967.0,
256,92542,Pasadena,US,False,245.1772461,False,1056,"{'x': 34.1613284, 'y': -118.1676462}",Rose Bowl,CA,1922.0,90095
257,57236,West Lafayette,US,False,197.5337677,False,3907,"{'x': 40.4352253, 'y': -86.9186843}",Ross-Ade Stadium,IN,1924.0,47907
258,20000,Richmond,US,False,298.1834717,False,3908,"{'x': 37.7344109, 'y': -84.2972854}",Roy Kidd Stadium,KY,1969.0,40475
259,16800,Murray,US,False,152.6495667,,3909,"{'x': 36.6215165, 'y': -88.3175531}",Roy Stewart Stadium,KY,1973.0,
260,47130,Evanston,US,False,181.2376099,False,3911,"{'x': 42.0653994, 'y': -87.6924751}",Ryan Field,IL,1926.0,60208
261,30200,Ypsilanti,US,False,241.248764,False,3912,"{'x': 42.256126, 'y': -83.647285}",Rynearson Stadium,MI,1969.0,48197
262,15276,Carbondale,US,False,126.7586365,,3913,"{'x': 37.708637, 'y': -89.216212}",Saluki Stadium,IL,2010.0,
263,36800,Whitney,US,False,490.0622253,False,3914,"{'x': 36.085935, 'y': -115.01731}",Sam Boyd Stadium,NV,1971.0,89154
264,92746,Athens,US,False,186.1120758,False,3917,"{'x': 33.9498197, 'y': -83.3733813}",Sanford Stadium,GA,1929.0,30602
265,22500,Muncie,US,False,285.481781,False,3919,"{'x': 40.2159422, 'y': -85.4161148}",Scheumann Stadium,IN,1967.0,47306
266,25597,Ithaca,US,False,257.3187561,,3921,"{'x': 42.4439016, 'y': -76.4785398}",Schoellkopf Field,NY,1915.0,
267,61500,Charlottesville,US,False,170.4677429,False,3923,"{'x': 38.0311801, 'y': -78.5137897}",Scott Stadium,VA,1931.0,22904
268,6700,Homewood,US,False,208.0207825,False,3925,"{'x': 33.463273, 'y': -86.795326}",Seibert Stadium,AL,1958.0,35229
269,4000,Newberry,US,False,160.5950775,,3926,"{'x': 34.286133, 'y': -81.622539}",Setzler Field,SC,1922.0,
270,15075,Abilene,US,False,530.4555664,,3928,"{'x': 32.4336917, 'y': -99.6986246}",Shotwell Stadium,TX,1959.0,
271,30000,Tulsa,US,False,235.5928345,False,3674,"{'x': 36.1489175, 'y': -95.9437853}",Skelly Field at H. A. Chapman Stadium,OK,1930.0,74194
272,61500,Chicago,US,False,177.420578,True,3933,"{'x': 41.8625, 'y': -87.616667}",Soldier Field,IL,1924.0,60605
273,34400,Fort Collins,US,False,1574.920898,False,3761,"{'x': 40.5621183, 'y': -105.1416248}",Sonny Lubick Field at Hughes Stadium,CO,1968.0,80526
274,30456,San Jose,US,False,28.30708694,False,3935,"{'x': 37.3196675, 'y': -121.8682962}",Spartan Stadium,CA,1933.0,95112
275,75005,East Lansing,US,False,254.8794861,False,3936,"{'x': 42.7281474, 'y': -84.4848526}",Spartan Stadium,MI,1923.0,48824
276,6000,DeLand,US,False,14.65544891,,4416,"{'x': 29.0208575, 'y': -81.2993746}",Spec Martin Municipal Stadium,FL,1941.0,
277,76273,Denver,US,False,1583.532593,True,3937,"{'x': 39.743889, 'y': -105.02}",Sports Authority Field at Mile High,CO,2001.0,80204
278,20650,Youngstown,US,False,298.8893127,,844,"{'x': 41.1092964, 'y': -80.6501885}",Stambaugh Stadium,OH,1982.0,
279,50424,Stanford,US,False,18.38425636,False,3940,"{'x': 37.4345556, 'y': -122.1611271}",Stanford Stadium,CA,2006.0,94305
280,3000,Owensboro,US,False,122.5809097,,5263,"{'x': 37.742297, 'y': -87.119976}",Steele Stadium,KY,2004.0,
281,4000,Franklin,US,False,222.7,,3716,,"Stewart """"Red"""" Faught Stadium",IN,1999.0,
282,17000,Ogden,US,False,1451.553711,,3942,"{'x': 41.1918741, 'y': -111.9401391}",Stewart Stadium,UT,1966.0,
283,7408,Hammond,US,False,13.7104578,,3944,"{'x': 30.5110264, 'y': -90.4685792}",Strawberry Stadium,LA,1936.0,
284,0,Carson,US,,,False,538,,StubHub Center,CA,,
285,30000,Akron,US,False,321.2875061,False,3768,"{'x': 41.0725534, 'y': -81.5083408}",Summa Field at InfoCision Stadium,OH,2009.0,44399
286,51500,El Paso,US,False,1183.697876,False,3946,"{'x': 31.7733353, 'y': -106.507957}",Sun Bowl Stadium,TX,1963.0,79968
287,56232,Tempe,US,False,360.1569519,False,3947,"{'x': 33.4264471, 'y': -111.9325005}",Sun Devil Stadium,AZ,1958.0,85287
288,41084,Atlanta,US,False,289.7,,5319,,SunTrust Park,GA,2017.0,
289,8000,Marquette,US,False,186.4,False,3950,,Superior Dome,MI,1991.0,70118
290,50805,Minneapolis,US,False,254.3902283,False,3953,"{'x': 44.976525, 'y': -93.2245462}",TCF Bank Stadium,MN,2009.0,55488
291,7500,Savannah,US,False,6.564679146,,3952,"{'x': 32.0274346, 'y': -81.0687492}",Ted Wright Stadium,GA,1967.0,
292,10000,Gaffney,US,False,212.4,,4750,,The Reservation,SC,2008.0,
293,15023,Nassau,BS,False,3.182889223,True,4779,"{'x': 25.055569, 'y': -77.358736}",Thomas Robinson Stadium,,1981.0,
294,102321,Baton Rouge,US,False,7.640734673,True,3958,"{'x': 30.412035, 'y': -91.1838163}",Tiger Stadium,LA,1924.0,70803
295,6000,San Diego,US,False,57.95064545,,716,"{'x': 32.7730674, 'y': -117.183721}",Torero Stadium,CA,1961.0,
296,5000,Georgetown,US,False,270.7148743,,5096,"{'x': 38.204444, 'y': -84.545556}",Toyota Stadium,KY,1997.0,
297,20500,Frisco,US,False,181.3815918,,1400,"{'x': 33.154444, 'y': -96.835278}",Toyota Stadium,TX,2005.0,
298,31042,Saint Petersburg,US,False,12.19581413,False,4113,"{'x': 27.768333, 'y': -82.653333}",Tropicana Field,FL,1990.0,
299,16500,Cookeville,US,False,340.8609314,,3962,"{'x': 36.1780555, 'y': -85.506183}",Tucker Stadium,TN,1966.0,
300,4400,Upland,US,False,282.0275574,,5015,"{'x': 40.456862, 'y': -85.501228}",Turner Stadium,IN,2015.0,
301,29013,Amherst,US,False,181.5759735,False,3965,"{'x': 42.9991334, 'y': -78.7775113}",UB Stadium,NY,1993.0,14260
302,16000,Cedar Falls,US,False,281.8959656,False,3967,"{'x': 42.5156111, 'y': -92.4672307}",UNI-Dome,IA,1976.0,
303,10000,Albany,US,False,70.1,,3969,,University Field (NY),NY,1970.0,
304,63400,Glendale,US,False,325.6211243,True,3970,"{'x': 33.527607, 'y': -112.262559}",University of Phoenix Stadium,AZ,2006.0,
305,39224,Albuquerque,US,False,1554.471924,False,3971,"{'x': 35.0669479, 'y': -106.6283225}",University Stadium,NM,1960.0,87131
306,40350,Nashville,US,False,159.9194641,False,3973,"{'x': 36.1440455, 'y': -86.8088942}",Vanderbilt Stadium,TN,1922.0,37212
307,64038,Oxford,US,False,146.8517151,False,3974,"{'x': 34.3619837, 'y': -89.5342076}",Vaught-Hemingway Stadium,MS,1915.0,38677
308,30000,Troy,US,False,154.7746277,False,3975,"{'x': 31.7995565, 'y': -85.9518328}",Veterans Memorial Stadium,AL,1950.0,36082
309,12500,Villanova,US,False,127.3836746,,717,"{'x': 40.0343329, 'y': -75.3367666}",Villanova Stadium,PA,1927.0,
310,3300,Staten Island,US,False,63.39014053,False,3979,"{'x': 40.614688, 'y': -74.090639}",Wagner College Stadium,NY,1967.0,10301
311,30200,Kalamazoo,US,False,243.8211212,False,3980,"{'x': 42.2860064, 'y': -85.6007573}",Waldo Stadium,MI,1939.0,49008
312,15300,Flagstaff,US,False,2097.884766,False,2023,"{'x': 35.1805483, 'y': -111.6528377}",Walkup Skydome,AZ,1977.0,
313,40000,Durham,US,False,103.0028152,False,3982,"{'x': 35.9953688, 'y': -78.9417564}",Wallace Wade Stadium,NC,1929.0,27708
314,29181,Laramie,US,False,2200.153564,False,3984,"{'x': 41.31161, 'y': -105.5681384}",War Memorial Stadium,WY,1950.0,82071
315,54120,Little Rock,US,False,112.1398163,False,3983,"{'x': 34.749848, 'y': -92.330127}",War Memorial Stadium,AR,1948.0,
316,17000,Hadley,US,False,46.58664703,False,3985,"{'x': 42.3773244, 'y': -72.5360595}",Warren McGuirk Alumni Stadium,MA,1965.0,
317,25200,Missoula,US,False,970.345459,False,3987,"{'x': 46.8638753, 'y': -113.9815042}",Washington-Grizzly Stadium,MT,1986.0,59812
318,11000,Dayton,US,False,222.4020081,,3988,"{'x': 39.7369239, 'y': -84.1981068}",Welcome Stadium,OH,1949.0,
319,11015,Durham,US,False,19.05943298,,3688,"{'x': 43.1386231, 'y': -70.9393077}",Wildcat Stadium,NH,1936.0,
320,12000,Abilene,US,False,520.9,,5440,,Wildcat Stadium (TX),TX,2017.0,
321,7694,Johnson City,US,False,512.5,,5400,,William B. Greene Jr. Stadium,TN,2017.0,
322,30000,Norfolk,US,False,4.916433334,False,3991,"{'x': 36.8469442, 'y': -76.2600839}","William Dick"""" Price Stadium""""",VA,1997.0,23504
323,7086,Washington,US,False,53.46718979,,3990,"{'x': 38.925487, 'y': -77.021047}",William H. Greene Stadium,DC,1926.0,
324,80250,Columbia,US,False,60.54548645,False,3994,"{'x': 33.9730239, 'y': -81.0191726}",Williams-Brice Stadium,SC,1934.0,29208
325,19200,Lynchburg,US,False,272.9237061,,3992,"{'x': 37.3544305, 'y': -79.1750239}",Williams Stadium,VA,1989.0,
326,24286,Oxford,US,False,242.2643585,False,3996,"{'x': 39.5197009, 'y': -84.7330255}",Yager Stadium,OH,1983.0,45056
327,61446,New Haven,US,False,5.302621841,False,3997,"{'x': 41.3132441, 'y': -72.9605333}",Yale Bowl,CT,1914.0,06520
328,54251,New York,US,False,6.745362282,False,4102,"{'x': 40.829167, 'y': -73.926389}",Yankee Stadium,NY,2009.0,
329,12259,Williamsburg,US,False,26.07615852,,3998,"{'x': 37.2730996, 'y': -76.7137202}",Zable Stadium,VA,1935.0,
